name,class_,sample,platform,amplification,replicate,fastq_filename,cov20_pc,median_depth,pangolin_lineage,pangolin_version
mmm-artic-ont__N190750__3,mmm-artic-ont,N190750,ont,artic,3,mmm-artic-ont__N190750__3*.fastq.gz,95.85683588503895,337,B.1.1.277,3.1.5
mmm-artic-ont__N190750__4,mmm-artic-ont,N190750,ont,artic,4,mmm-artic-ont__N190750__4*.fastq.gz,95.05774912704807,188,B.1.1.277,3.1.5
mmm-sispa-ill__N190750__1,mmm-sispa-ill,N190750,ill,sispa,1,mmm-sispa-ill__N190750__1*.fastq.gz,0.0,0,B.1.1.277,3.1.5
mmm-sispa-ill__N190750__2,mmm-sispa-ill,N190750,ill,sispa,2,mmm-sispa-ill__N190750__2*.fastq.gz,0.0,0,B.1.1.277,3.1.5
mmm-sispa-ont__N190750__1,mmm-sispa-ont,N190750,ont,sispa,1,mmm-sispa-ont__N190750__1*.fastq.gz,0.0,1,B.1.1.277,3.1.5
mmm-sispa-ont__N190750__2,mmm-sispa-ont,N190750,ont,sispa,2,mmm-sispa-ont__N190750__2*.fastq.gz,0.0,0,B.1.1.277,3.1.5
mmm-artic-ill__N192004__1,mmm-artic-ill,N192004,ill,artic,1,mmm-artic-ill__N192004__1*.fastq.gz,97.42143432715552,1915,,3.1.5
mmm-artic-ill__N192004__2,mmm-artic-ill,N192004,ill,artic,2,mmm-artic-ill__N192004__2*.fastq.gz,97.92841794251947,2036,,3.1.5
mmm-artic-ont__N192004__1,mmm-artic-ont,N192004,ont,artic,1,mmm-artic-ont__N192004__1*.fastq.gz,94.04378189632017,147,,3.1.5
mmm-artic-ont__N192004__2,mmm-artic-ont,N192004,ont,artic,2,mmm-artic-ont__N192004__2*.fastq.gz,24.69446682782702,4,,3.1.5
mmm-artic-ont__N192004__3,mmm-artic-ont,N192004,ont,artic,3,mmm-artic-ont__N192004__3*.fastq.gz,53.13591189900618,23,,3.1.5
mmm-sispa-ill__N192004__1,mmm-sispa-ill,N192004,ill,sispa,1,mmm-sispa-ill__N192004__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ill__N192004__2,mmm-sispa-ill,N192004,ill,sispa,2,mmm-sispa-ill__N192004__2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N192004__1,mmm-sispa-ont,N192004,ont,sispa,1,mmm-sispa-ont__N192004__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N192004__2,mmm-sispa-ont,N192004,ont,sispa,2,mmm-sispa-ont__N192004__2*.fastq.gz,0.0,0,,3.1.5
mmm-artic-ill__N193940__1,mmm-artic-ill,N193940,ill,artic,1,mmm-artic-ill__N193940__1*.fastq.gz,99.03303787268331,1459,B.1.160.7,3.1.5
mmm-artic-ont__N193940__1,mmm-artic-ont,N193940,ont,artic,1,mmm-artic-ont__N193940__1*.fastq.gz,100.0,2868,B.1.160.7,3.1.5
mmm-artic-ill__N195387__1,mmm-artic-ill,N195387,ill,artic,1,mmm-artic-ill__N195387__1*.fastq.gz,99.83548213806071,2209,B.1.1.311,3.1.5
mmm-artic-ont__N195387__1,mmm-artic-ont,N195387,ont,artic,1,mmm-artic-ont__N195387__1*.fastq.gz,100.0,3168,B.1.1.311,3.1.5
mmm-artic-ill__N202215__1,mmm-artic-ill,N202215,ill,artic,1,mmm-artic-ill__N202215__1*.fastq.gz,95.99785119527263,357,B.1.1.7,3.1.5
mmm-artic-ill__N202215__2,mmm-artic-ill,N202215,ill,artic,2,mmm-artic-ill__N202215__2*.fastq.gz,99.38893365565404,939,B.1.1.7,3.1.5
mmm-artic-ill__N202215__3,mmm-artic-ill,N202215,ill,artic,3,mmm-artic-ill__N202215__3*.fastq.gz,99.9362073596562,1413,B.1.1.7,3.1.5
mmm-artic-ont__N202215__1,mmm-artic-ont,N202215,ont,artic,1,mmm-artic-ont__N202215__1*.fastq.gz,100.0,4156,B.1.1.7,3.1.5
mmm-artic-ill__N204225__1,mmm-artic-ill,N204225,ill,artic,1,mmm-artic-ill__N204225__1*.fastq.gz,99.23113080848778,1075,B.1.177.4,3.1.5
mmm-artic-ont__N204225__1,mmm-artic-ont,N204225,ont,artic,1,mmm-artic-ont__N204225__1*.fastq.gz,100.0,1328,B.1.177.4,3.1.5
mmm-artic-ill__N204302__1,mmm-artic-ill,N204302,ill,artic,1,mmm-artic-ill__N204302__1*.fastq.gz,98.79465484824067,1006,B.1.160,3.1.5
mmm-artic-ont__N204302__1,mmm-artic-ont,N204302,ont,artic,1,mmm-artic-ont__N204302__1*.fastq.gz,100.0,2550,B.1.160,3.1.5
mmm-artic-ill__N206750__1,mmm-artic-ill,N206750,ill,artic,1,mmm-artic-ill__N206750__1*.fastq.gz,99.85898468976632,5116,B.1.177.7,3.1.5
mmm-artic-ill__N206750__2,mmm-artic-ill,N206750,ill,artic,2,mmm-artic-ill__N206750__2*.fastq.gz,99.20762825678217,5430,B.1.177.7,3.1.5
mmm-artic-ont__N206750__1,mmm-artic-ont,N206750,ont,artic,1,mmm-artic-ont__N206750__1*.fastq.gz,100.0,1602,B.1.177.7,3.1.5
mmm-artic-ont__N206750__2,mmm-artic-ont,N206750,ont,artic,2,mmm-artic-ont__N206750__2*.fastq.gz,100.0,2626,B.1.177.7,3.1.5
mmm-artic-ont__N206750__3,mmm-artic-ont,N206750,ont,artic,3,mmm-artic-ont__N206750__3*.fastq.gz,100.0,2798,B.1.177.7,3.1.5
mmm-artic-ont__N206750__4,mmm-artic-ont,N206750,ont,artic,4,mmm-artic-ont__N206750__4*.fastq.gz,100.0,2584,B.1.177.7,3.1.5
mmm-sispa-ill__N206750__1,mmm-sispa-ill,N206750,ill,sispa,1,mmm-sispa-ill__N206750__1*.fastq.gz,100.0,325,B.1.177.7,3.1.5
mmm-sispa-ill__N206750__2,mmm-sispa-ill,N206750,ill,sispa,2,mmm-sispa-ill__N206750__2*.fastq.gz,100.0,1132,B.1.177.7,3.1.5
mmm-sispa-ont__N206750__1,mmm-sispa-ont,N206750,ont,sispa,1,mmm-sispa-ont__N206750__1*.fastq.gz,100.0,2276,B.1.177.7,3.1.5
mmm-sispa-ont__N206750__2,mmm-sispa-ont,N206750,ont,sispa,2,mmm-sispa-ont__N206750__2*.fastq.gz,99.98656997045393,106,B.1.177.7,3.1.5
mmm-artic-ill__N207829__1,mmm-artic-ill,N207829,ill,artic,1,mmm-artic-ill__N207829__1*.fastq.gz,99.51316142895514,853,B.1.177,3.1.5
mmm-artic-ont__N207829__1,mmm-artic-ont,N207829,ont,artic,1,mmm-artic-ont__N207829__1*.fastq.gz,100.0,6273,B.1.177,3.1.5
mmm-artic-ill__N208642__1,mmm-artic-ill,N208642,ill,artic,1,mmm-artic-ill__N208642__1*.fastq.gz,100.0,1455,B.1.36.1,3.1.5
mmm-artic-ont__N208642__1,mmm-artic-ont,N208642,ont,artic,1,mmm-artic-ont__N208642__1*.fastq.gz,100.0,1807,B.1.36.1,3.1.5
mmm-artic-ill__N211433__1,mmm-artic-ill,N211433,ill,artic,1,mmm-artic-ill__N211433__1*.fastq.gz,69.3190975020145,93,,3.1.5
mmm-artic-ill__N211433__2,mmm-artic-ill,N211433,ill,artic,2,mmm-artic-ill__N211433__2*.fastq.gz,56.322186408810104,30,,3.1.5
mmm-artic-ont__N211433__1,mmm-artic-ont,N211433,ont,artic,1,mmm-artic-ont__N211433__1*.fastq.gz,98.65363953800698,69,,3.1.5
mmm-artic-ont__N211433__2,mmm-artic-ont,N211433,ont,artic,2,mmm-artic-ont__N211433__2*.fastq.gz,77.31332258930969,39,,3.1.5
mmm-artic-ont__N211433__3,mmm-artic-ont,N211433,ont,artic,3,mmm-artic-ont__N211433__3*.fastq.gz,29.16330915928015,12,,3.1.5
mmm-artic-ont__N211433__4,mmm-artic-ont,N211433,ont,artic,4,mmm-artic-ont__N211433__4*.fastq.gz,14.33655654042439,8,,3.1.5
mmm-sispa-ill__N211433__1,mmm-sispa-ill,N211433,ill,sispa,1,mmm-sispa-ill__N211433__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ill__N211433__2,mmm-sispa-ill,N211433,ill,sispa,2,mmm-sispa-ill__N211433__2*.fastq.gz,0.0,1,,3.1.5
mmm-sispa-ont__N211433__1,mmm-sispa-ont,N211433,ont,sispa,1,mmm-sispa-ont__N211433__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N211433__2,mmm-sispa-ont,N211433,ont,sispa,2,mmm-sispa-ont__N211433__2*.fastq.gz,19.758930969648134,11,,3.1.5
mmm-artic-ill__N211435__1,mmm-artic-ill,N211435,ill,artic,1,mmm-artic-ill__N211435__1*.fastq.gz,53.26685468708031,25,,3.1.5
mmm-artic-ill__N211435__2,mmm-artic-ill,N211435,ill,artic,2,mmm-artic-ill__N211435__2*.fastq.gz,100.0,3582,,3.1.5
mmm-artic-ont__N211435__1,mmm-artic-ont,N211435,ont,artic,1,mmm-artic-ont__N211435__1*.fastq.gz,95.93741606231534,57,,3.1.5
mmm-artic-ont__N211435__2,mmm-artic-ont,N211435,ont,artic,2,mmm-artic-ont__N211435__2*.fastq.gz,81.16774106903036,46,,3.1.5
mmm-artic-ont__N211435__3,mmm-artic-ont,N211435,ont,artic,3,mmm-artic-ont__N211435__3*.fastq.gz,37.48321246306742,14,,3.1.5
mmm-artic-ont__N211435__4,mmm-artic-ont,N211435,ont,artic,4,mmm-artic-ont__N211435__4*.fastq.gz,98.98603276927209,792,,3.1.5
mmm-sispa-ill__N211435__1,mmm-sispa-ill,N211435,ill,sispa,1,mmm-sispa-ill__N211435__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ill__N211435__2,mmm-sispa-ill,N211435,ill,sispa,2,mmm-sispa-ill__N211435__2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N211435__1,mmm-sispa-ont,N211435,ont,sispa,1,mmm-sispa-ont__N211435__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N211435__2,mmm-sispa-ont,N211435,ont,sispa,2,mmm-sispa-ont__N211435__2*.fastq.gz,0.0,1,,3.1.5
mmm-artic-ill__N211447__1,mmm-artic-ill,N211447,ill,artic,1,mmm-artic-ill__N211447__1*.fastq.gz,99.9395648670427,5291,B.1.1.7,3.1.5
mmm-artic-ill__N211447__2,mmm-artic-ill,N211447,ill,artic,2,mmm-artic-ill__N211447__2*.fastq.gz,99.9395648670427,4665,B.1.1.7,3.1.5
mmm-artic-ont__N211447__1,mmm-artic-ont,N211447,ont,artic,1,mmm-artic-ont__N211447__1*.fastq.gz,99.98656997045393,261,B.1.1.7,3.1.5
mmm-artic-ont__N211447__2,mmm-artic-ont,N211447,ont,artic,2,mmm-artic-ont__N211447__2*.fastq.gz,100.0,928,B.1.1.7,3.1.5
mmm-artic-ont__N211447__3,mmm-artic-ont,N211447,ont,artic,3,mmm-artic-ont__N211447__3*.fastq.gz,99.2579908675799,590,B.1.1.7,3.1.5
mmm-artic-ont__N211447__4,mmm-artic-ont,N211447,ont,artic,4,mmm-artic-ont__N211447__4*.fastq.gz,98.5730593607306,425,B.1.1.7,3.1.5
mmm-sispa-ill__N211447__1,mmm-sispa-ill,N211447,ill,sispa,1,mmm-sispa-ill__N211447__1*.fastq.gz,0.0,0,B.1.1.7,3.1.5
mmm-sispa-ill__N211447__2,mmm-sispa-ill,N211447,ill,sispa,2,mmm-sispa-ill__N211447__2*.fastq.gz,0.0,0,B.1.1.7,3.1.5
mmm-sispa-ont__N211447__1,mmm-sispa-ont,N211447,ont,sispa,1,mmm-sispa-ont__N211447__1*.fastq.gz,0.0,2,B.1.1.7,3.1.5
mmm-sispa-ont__N211447__2,mmm-sispa-ont,N211447,ont,sispa,2,mmm-sispa-ont__N211447__2*.fastq.gz,0.0,0,B.1.1.7,3.1.5
mmm-artic-ill__N211472__1,mmm-artic-ill,N211472,ill,artic,1,mmm-artic-ill__N211472__1*.fastq.gz,100.0,8520,B.1.177.17,3.1.5
mmm-artic-ill__N211472__2,mmm-artic-ill,N211472,ill,artic,2,mmm-artic-ill__N211472__2*.fastq.gz,100.0,4733,B.1.177.17,3.1.5
mmm-artic-ont__N211472__1,mmm-artic-ont,N211472,ont,artic,1,mmm-artic-ont__N211472__1*.fastq.gz,100.0,1278,B.1.177.17,3.1.5
mmm-artic-ont__N211472__2,mmm-artic-ont,N211472,ont,artic,2,mmm-artic-ont__N211472__2*.fastq.gz,100.0,2553,B.1.177.17,3.1.5
mmm-artic-ont__N211472__3,mmm-artic-ont,N211472,ont,artic,3,mmm-artic-ont__N211472__3*.fastq.gz,100.0,2160,B.1.177.17,3.1.5
mmm-artic-ont__N211472__4,mmm-artic-ont,N211472,ont,artic,4,mmm-artic-ont__N211472__4*.fastq.gz,100.0,2680,B.1.177.17,3.1.5
mmm-sispa-ill__N211472__1,mmm-sispa-ill,N211472,ill,sispa,1,mmm-sispa-ill__N211472__1*.fastq.gz,100.0,274,B.1.177.17,3.1.5
mmm-sispa-ill__N211472__2,mmm-sispa-ill,N211472,ill,sispa,2,mmm-sispa-ill__N211472__2*.fastq.gz,95.7426806338974,55,B.1.177.17,3.1.5
mmm-sispa-ont__N211472__1,mmm-sispa-ont,N211472,ont,sispa,1,mmm-sispa-ont__N211472__1*.fastq.gz,100.0,837,B.1.177.17,3.1.5
mmm-sispa-ont__N211472__2,mmm-sispa-ont,N211472,ont,sispa,2,mmm-sispa-ont__N211472__2*.fastq.gz,100.0,472,B.1.177.17,3.1.5
mmm-artic-ill__N212606__1,mmm-artic-ill,N212606,ill,artic,1,mmm-artic-ill__N212606__1*.fastq.gz,99.9395648670427,3582,,3.1.5
mmm-artic-ill__N212606__2,mmm-artic-ill,N212606,ill,artic,2,mmm-artic-ill__N212606__2*.fastq.gz,99.94963738920227,3220,,3.1.5
mmm-artic-ont__N212606__1,mmm-artic-ont,N212606,ont,artic,1,mmm-artic-ont__N212606__1*.fastq.gz,96.77343540155789,98,,3.1.5
mmm-artic-ont__N212606__2,mmm-artic-ont,N212606,ont,artic,2,mmm-artic-ont__N212606__2*.fastq.gz,99.98321246306742,474,,3.1.5
mmm-artic-ont__N212606__3,mmm-artic-ont,N212606,ont,artic,3,mmm-artic-ont__N212606__3*.fastq.gz,91.87147461724415,116,,3.1.5
mmm-artic-ont__N212606__4,mmm-artic-ont,N212606,ont,artic,4,mmm-artic-ont__N212606__4*.fastq.gz,93.9027665860865,203,,3.1.5
mmm-sispa-ill__N212606__1,mmm-sispa-ill,N212606,ill,sispa,1,mmm-sispa-ill__N212606__1*.fastq.gz,0.604351329572925,0,,3.1.5
mmm-sispa-ill__N212606__2,mmm-sispa-ill,N212606,ill,sispa,2,mmm-sispa-ill__N212606__2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N212606__1,mmm-sispa-ont,N212606,ont,sispa,1,mmm-sispa-ont__N212606__1*.fastq.gz,0.0,1,,3.1.5
mmm-sispa-ont__N212606__2,mmm-sispa-ont,N212606,ont,sispa,2,mmm-sispa-ont__N212606__2*.fastq.gz,14.07467096427612,2,,3.1.5
mmm-artic-ill__N212612__1,mmm-artic-ill,N212612,ill,artic,1,mmm-artic-ill__N212612__1*.fastq.gz,100.0,4348,,3.1.5
mmm-artic-ill__N212612__2,mmm-artic-ill,N212612,ill,artic,2,mmm-artic-ill__N212612__2*.fastq.gz,100.0,2487,,3.1.5
mmm-artic-ont__N212612__1,mmm-artic-ont,N212612,ont,artic,1,mmm-artic-ont__N212612__1*.fastq.gz,97.28713403169486,72,,3.1.5
mmm-artic-ont__N212612__2,mmm-artic-ont,N212612,ont,artic,2,mmm-artic-ont__N212612__2*.fastq.gz,96.6324200913242,155,,3.1.5
mmm-artic-ont__N212612__3,mmm-artic-ont,N212612,ont,artic,3,mmm-artic-ont__N212612__3*.fastq.gz,78.55895782970723,85,,3.1.5
mmm-artic-ont__N212612__4,mmm-artic-ont,N212612,ont,artic,4,mmm-artic-ont__N212612__4*.fastq.gz,91.81103948428687,154,,3.1.5
mmm-sispa-ill__N212612__1,mmm-sispa-ill,N212612,ill,sispa,1,mmm-sispa-ill__N212612__1*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ill__N212612__2,mmm-sispa-ill,N212612,ill,sispa,2,mmm-sispa-ill__N212612__2*.fastq.gz,0.0,0,,3.1.5
mmm-sispa-ont__N212612__1,mmm-sispa-ont,N212612,ont,sispa,1,mmm-sispa-ont__N212612__1*.fastq.gz,7.094413107708837,0,,3.1.5
mmm-sispa-ont__N212612__2,mmm-sispa-ont,N212612,ont,sispa,2,mmm-sispa-ont__N212612__2*.fastq.gz,2.1890948160085952,2,,3.1.5
mmm-artic-ill__N212665__1,mmm-artic-ill,N212665,ill,artic,1,mmm-artic-ill__N212665__1*.fastq.gz,99.94292237442922,5314,B.1.1.7,3.1.5
mmm-artic-ill__N212665__2,mmm-artic-ill,N212665,ill,artic,2,mmm-artic-ill__N212665__2*.fastq.gz,99.9395648670427,3862,B.1.1.7,3.1.5
mmm-artic-ont__N212665__1,mmm-artic-ont,N212665,ont,artic,1,mmm-artic-ont__N212665__1*.fastq.gz,100.0,2405,B.1.1.7,3.1.5
mmm-artic-ont__N212665__2,mmm-artic-ont,N212665,ont,artic,2,mmm-artic-ont__N212665__2*.fastq.gz,100.0,3945,B.1.1.7,3.1.5
mmm-artic-ont__N212665__3,mmm-artic-ont,N212665,ont,artic,3,mmm-artic-ont__N212665__3*.fastq.gz,100.0,2466,B.1.1.7,3.1.5
mmm-artic-ont__N212665__4,mmm-artic-ont,N212665,ont,artic,4,mmm-artic-ont__N212665__4*.fastq.gz,100.0,2656,B.1.1.7,3.1.5
mmm-sispa-ill__N212665__1,mmm-sispa-ill,N212665,ill,sispa,1,mmm-sispa-ill__N212665__1*.fastq.gz,99.98992747784045,10526,B.1.1.7,3.1.5
mmm-sispa-ill__N212665__2,mmm-sispa-ill,N212665,ill,sispa,2,mmm-sispa-ill__N212665__2*.fastq.gz,99.9798549556809,6583,B.1.1.7,3.1.5
mmm-sispa-ont__N212665__1,mmm-sispa-ont,N212665,ont,sispa,1,mmm-sispa-ont__N212665__1*.fastq.gz,100.0,14130,B.1.1.7,3.1.5
mmm-sispa-ont__N212665__2,mmm-sispa-ont,N212665,ont,sispa,2,mmm-sispa-ont__N212665__2*.fastq.gz,100.0,14693,B.1.1.7,3.1.5
mmm-artic-ill__N213058__1,mmm-artic-ill,N213058,ill,artic,1,mmm-artic-ill__N213058__1*.fastq.gz,97.36435670158474,976,B.1.258,3.1.5
mmm-artic-ill__N213058__2,mmm-artic-ill,N213058,ill,artic,2,mmm-artic-ill__N213058__2*.fastq.gz,94.26873489121677,496,B.1.258,3.1.5
mmm-artic-ill__N213058__3,mmm-artic-ill,N213058,ill,artic,3,mmm-artic-ill__N213058__3*.fastq.gz,77.61214074670964,490,B.1.258,3.1.5
mmm-artic-ont__N213058__1,mmm-artic-ont,N213058,ont,artic,1,mmm-artic-ont__N213058__1*.fastq.gz,100.0,2675,B.1.258,3.1.5
mmm-artic-ill__N214119__1,mmm-artic-ill,N214119,ill,artic,1,mmm-artic-ill__N214119__1*.fastq.gz,100.0,5313,B.1.177,3.1.5
mmm-artic-ill__N214119__2,mmm-artic-ill,N214119,ill,artic,2,mmm-artic-ill__N214119__2*.fastq.gz,100.0,5883,B.1.177,3.1.5
mmm-artic-ont__N214119__1,mmm-artic-ont,N214119,ont,artic,1,mmm-artic-ont__N214119__1*.fastq.gz,100.0,2106,B.1.177,3.1.5
mmm-artic-ont__N214119__2,mmm-artic-ont,N214119,ont,artic,2,mmm-artic-ont__N214119__2*.fastq.gz,100.0,4154,B.1.177,3.1.5
mmm-artic-ont__N214119__3,mmm-artic-ont,N214119,ont,artic,3,mmm-artic-ont__N214119__3*.fastq.gz,100.0,1928,B.1.177,3.1.5
mmm-artic-ont__N214119__4,mmm-artic-ont,N214119,ont,artic,4,mmm-artic-ont__N214119__4*.fastq.gz,100.0,3292,B.1.177,3.1.5
mmm-sispa-ill__N214119__1,mmm-sispa-ill,N214119,ill,sispa,1,mmm-sispa-ill__N214119__1*.fastq.gz,100.0,121,B.1.177,3.1.5
mmm-sispa-ill__N214119__2,mmm-sispa-ill,N214119,ill,sispa,2,mmm-sispa-ill__N214119__2*.fastq.gz,100.0,647,B.1.177,3.1.5
mmm-sispa-ont__N214119__1,mmm-sispa-ont,N214119,ont,sispa,1,mmm-sispa-ont__N214119__1*.fastq.gz,100.0,229,B.1.177,3.1.5
mmm-sispa-ont__N214119__2,mmm-sispa-ont,N214119,ont,sispa,2,mmm-sispa-ont__N214119__2*.fastq.gz,100.0,1380,B.1.177,3.1.5
mmm-artic-ill__N214693__1,mmm-artic-ill,N214693,ill,artic,1,mmm-artic-ill__N214693__1*.fastq.gz,97.04875100725222,864,B.1,3.1.5
mmm-artic-ont__N214693__1,mmm-artic-ont,N214693,ont,artic,1,mmm-artic-ont__N214693__1*.fastq.gz,100.0,889,B.1,3.1.5
mmm-artic-ill__N216075__1,mmm-artic-ill,N216075,ill,artic,1,mmm-artic-ill__N216075__1*.fastq.gz,97.23677142089713,1989,B.1.258,3.1.5
mmm-artic-ont__N216075__1,mmm-artic-ont,N216075,ont,artic,1,mmm-artic-ont__N216075__1*.fastq.gz,100.0,2972,B.1.258,3.1.5
mmm-artic-ill__N217089__1,mmm-artic-ill,N217089,ill,artic,1,mmm-artic-ill__N217089__1*.fastq.gz,95.39349986569971,491,B.1.1.7,3.1.5
mmm-artic-ont__N217089__1,mmm-artic-ont,N217089,ont,artic,1,mmm-artic-ont__N217089__1*.fastq.gz,100.0,1626,B.1.1.7,3.1.5
mmm-artic-ill__N217268__1,mmm-artic-ill,N217268,ill,artic,1,mmm-artic-ill__N217268__1*.fastq.gz,99.48630136986301,6667,B.1.258,3.1.5
mmm-artic-ill__N217268__2,mmm-artic-ill,N217268,ill,artic,2,mmm-artic-ill__N217268__2*.fastq.gz,99.26134837496643,4900,B.1.258,3.1.5
mmm-artic-ont__N217268__1,mmm-artic-ont,N217268,ont,artic,1,mmm-artic-ont__N217268__1*.fastq.gz,100.0,2130,B.1.258,3.1.5
mmm-artic-ont__N217268__2,mmm-artic-ont,N217268,ont,artic,2,mmm-artic-ont__N217268__2*.fastq.gz,100.0,5454,B.1.258,3.1.5
mmm-artic-ont__N217268__3,mmm-artic-ont,N217268,ont,artic,3,mmm-artic-ont__N217268__3*.fastq.gz,100.0,2790,B.1.258,3.1.5
mmm-artic-ont__N217268__4,mmm-artic-ont,N217268,ont,artic,4,mmm-artic-ont__N217268__4*.fastq.gz,100.0,2889,B.1.258,3.1.5
mmm-sispa-ill__N217268__1,mmm-sispa-ill,N217268,ill,sispa,1,mmm-sispa-ill__N217268__1*.fastq.gz,99.9798549556809,1433,B.1.258,3.1.5
mmm-sispa-ill__N217268__2,mmm-sispa-ill,N217268,ill,sispa,2,mmm-sispa-ill__N217268__2*.fastq.gz,99.98321246306742,2233,B.1.258,3.1.5
mmm-sispa-ont__N217268__1,mmm-sispa-ont,N217268,ont,sispa,1,mmm-sispa-ont__N217268__1*.fastq.gz,100.0,1977,B.1.258,3.1.5
mmm-sispa-ont__N217268__2,mmm-sispa-ont,N217268,ont,sispa,2,mmm-sispa-ont__N217268__2*.fastq.gz,100.0,4730,B.1.258,3.1.5
mmm-artic-ill__N218373__1,mmm-artic-ill,N218373,ill,artic,1,mmm-artic-ill__N218373__1*.fastq.gz,97.63967230727908,1373,B.1.1.7,3.1.5
mmm-artic-ont__N218373__1,mmm-artic-ont,N218373,ont,artic,1,mmm-artic-ont__N218373__1*.fastq.gz,100.0,3233,B.1.1.7,3.1.5
mmm-artic-ill__N219959__1,mmm-artic-ill,N219959,ill,artic,1,mmm-artic-ill__N219959__1*.fastq.gz,99.60045662100457,1011,B.1.177.6,3.1.5
mmm-artic-ont__N219959__1,mmm-artic-ont,N219959,ont,artic,1,mmm-artic-ont__N219959__1*.fastq.gz,100.0,778,B.1.177.6,3.1.5
mmm-artic-ill__N223636__1,mmm-artic-ill,N223636,ill,artic,1,mmm-artic-ill__N223636__1*.fastq.gz,99.9395648670427,4414,B.1.1.7,3.1.5
mmm-artic-ill__N223636__2,mmm-artic-ill,N223636,ill,artic,2,mmm-artic-ill__N223636__2*.fastq.gz,99.94963738920227,3724,B.1.1.7,3.1.5
mmm-artic-ont__N223636__1,mmm-artic-ont,N223636,ont,artic,1,mmm-artic-ont__N223636__1*.fastq.gz,100.0,658,B.1.1.7,3.1.5
mmm-artic-ont__N223636__2,mmm-artic-ont,N223636,ont,artic,2,mmm-artic-ont__N223636__2*.fastq.gz,100.0,1813,B.1.1.7,3.1.5
mmm-artic-ont__N223636__3,mmm-artic-ont,N223636,ont,artic,3,mmm-artic-ont__N223636__3*.fastq.gz,100.0,1279,B.1.1.7,3.1.5
mmm-artic-ont__N223636__4,mmm-artic-ont,N223636,ont,artic,4,mmm-artic-ont__N223636__4*.fastq.gz,99.98992747784045,1383,B.1.1.7,3.1.5
mmm-sispa-ill__N223636__1,mmm-sispa-ill,N223636,ill,sispa,1,mmm-sispa-ill__N223636__1*.fastq.gz,25.241740531829173,13,B.1.1.7,3.1.5
mmm-sispa-ill__N223636__2,mmm-sispa-ill,N223636,ill,sispa,2,mmm-sispa-ill__N223636__2*.fastq.gz,37.42277733011012,15,B.1.1.7,3.1.5
mmm-sispa-ont__N223636__1,mmm-sispa-ont,N223636,ont,sispa,1,mmm-sispa-ont__N223636__1*.fastq.gz,99.86234219715283,99,B.1.1.7,3.1.5
mmm-sispa-ont__N223636__2,mmm-sispa-ont,N223636,ont,sispa,2,mmm-sispa-ont__N223636__2*.fastq.gz,99.98656997045393,204,B.1.1.7,3.1.5
mmm-artic-ill__N224646__1,mmm-artic-ill,N224646,ill,artic,1,mmm-artic-ill__N224646__1*.fastq.gz,84.80392156862744,710,B.1.177.16,3.1.5
mmm-artic-ont__N224646__1,mmm-artic-ont,N224646,ont,artic,1,mmm-artic-ont__N224646__1*.fastq.gz,100.0,1022,B.1.177.16,3.1.5
mmm-artic-ill__N246677__1,mmm-artic-ill,N246677,ill,artic,1,mmm-artic-ill__N246677__1*.fastq.gz,99.94292237442922,5765,B.1.1.7,3.1.5
mmm-artic-ill__N246677__2,mmm-artic-ill,N246677,ill,artic,2,mmm-artic-ill__N246677__2*.fastq.gz,99.95635240397529,5834,B.1.1.7,3.1.5
mmm-artic-ill__N246677__3,mmm-artic-ill,N246677,ill,artic,3,mmm-artic-ill__N246677__3*.fastq.gz,99.9395648670427,4579,B.1.1.7,3.1.5
mmm-artic-ont__N246677__1,mmm-artic-ont,N246677,ont,artic,1,mmm-artic-ont__N246677__1*.fastq.gz,99.95635240397529,701,B.1.1.7,3.1.5
mmm-sispa-ill__N246677__1,mmm-sispa-ill,N246677,ill,sispa,1,mmm-sispa-ill__N246677__1*.fastq.gz,29.07601396723073,13,B.1.1.7,3.1.5
mmm-sispa-ill__N246677__2,mmm-sispa-ill,N246677,ill,sispa,2,mmm-sispa-ill__N246677__2*.fastq.gz,4.48562986838571,6,B.1.1.7,3.1.5
mmm-sispa-ill__N246677__3,mmm-sispa-ill,N246677,ill,sispa,3,mmm-sispa-ill__N246677__3*.fastq.gz,20.15847434864357,11,B.1.1.7,3.1.5
mmm-sispa-ont__N246677__1,mmm-sispa-ont,N246677,ont,sispa,1,mmm-sispa-ont__N246677__1*.fastq.gz,99.99664249261349,112,B.1.1.7,3.1.5
mmm-sispa-ont__N246677__2,mmm-sispa-ont,N246677,ont,sispa,2,mmm-sispa-ont__N246677__2*.fastq.gz,100.0,974,B.1.1.7,3.1.5
mmm-sispa-ont__N246677__3,mmm-sispa-ont,N246677,ont,sispa,3,mmm-sispa-ont__N246677__3*.fastq.gz,100.0,1234,B.1.1.7,3.1.5
